Item Name,Category,Distributor,Item Number,Product SKU,Description,Size,Proof %,Last Purchase Cost,Price Includes Tax,Cost Price,Retail Price,Promo Price,Reorder Level,Reorder Amount,Allow Alternate Description,Item has Serial Number,Image Id,Override Default Tax,Is Service,Commission Percent,Commission Fixed,Is Scalable,Weight,Price Per Pound,Deleted,Retail Markup,Quickbooks Id,Permanent Delete,Single Bottle Cost,Case Cost,Remove Discount,By Location,Quantity on Hand,Quantity Case,Price A,Price B,Price C
FRANZIA ROSE,WINE,GLAZER'S,8312000381,467860,FRANZIA ROSE,5.0L,,12.45,,12.45,17.49,,0,0,,,,,,,,,,,,,,,12.45,49.8,,,2,4,,,
FRANZIA SUNSET BLUSH,,GLAZER WHOLESALE DRUG CO.,8312010369,412089,FRANZIA SUNSET BLUSH,5L,,45.56,,9.54,15.99,,2,1,,,,,,,,,,,,,,,9.54,45.56,,,0,4,,,
FRANZIA WHT ZINFANDEL VINTNER,,GLAZER WHOLESALE DRUG CO.,8312010319,411857,FRANZIA WHT ZINFANDE,5L,,51.24,,12.09,16.99,,2,1,,,,,,,,,,,,,,,12.09,51.24,,,0,4,,,
FREE STATE  AD ASTRA ALE,BEER,STANDARD,5361000205,12407,FREE STATE  AD ASTRA,12OZ,,0,,6.4,8.99,,0,0,,,,,,,,,,,,,,,6.4,25.6,,5,-5,4,,,
FREE STATE AD ASTRA 4/6 NR,BEER,STANDARD LIQUOR CORP,12407062,12407062,FREE STATE AD ASTRA,12OZ,,6.8,,6.8,8.99,,0,0,,,,,,,,,,,,,,,6.8,27.2,,5,78,4,,,
FREE STATE BREAKAWAY,BEER,STANDARD,5361000238,21462062,FREE STATE BREAKAWAY,11.2Z,,6.8,,6.8,8.99,,0,0,,,,,,,,,,,,,,,6.8,27.2,,,0,4,,,
FREE STATE CLOUD HOPPER NR,BEER,STANDARD,5361000225,8722062,FREE STATE CLOUD HOP,12OZ,,6.4,,8,8.99,,1,1,,,,,,,,,,,,,,,8,48,,7,-1,6,,,
FREE STATE COPPERHEAD,BEER,STANDARD,5361000207,12408,FREE STATE COPPERHEA,12OZ,,0,,6.4,8.99,,0,0,,,,,,,,,,,,,,,6.4,25.6,,5,0,4,,,
FREE STATE COPPERHEAD 4/6 NR,BEER,STANDARD LIQUOR CORP,12408062,12408062,FREE STATE COPPERHEA,12OZ,,6.4,,6.4,8.99,,0,0,,,,,,,,,,,,,,,6.4,27.2,,5,30,4,,,
FREE STATE GARDEN PARTY,BEER,STANDARD,5361000234,17854062,FREE STATE GARDEN PA,12OZ,,6.8,,6.8,8.99,,1,1,,,,,,,,,,,,,,,6.8,27.2,,8,1,4,,,
FREE STATE GOLDEN 4/6 NR,BEER,STANDARD LIQUOR CORP,5361000208,12409062,FREE STATE GOLDEN 4/,12OZ,,6.4,,6.4,8.99,,0,0,,,,,,,,,,,,,,,6.4,25.6,,5,0,4,,,
FREE STATE GUAVATAS SOUR,BEER,STANDARD,5361000245,21992062,FREE STATE GUAVATAS,11.2Z,,8,,8,9.99,,0,0,,,,,,,,,,,,,,,8,32,,,2,4,,,
FREE STATE HELLES,BEER,STANDARD,5361000221,12530062,FREE STATE HELLES,12OZ,,6.4,,6.4,8.99,,1,1,,,,,,,,,,,,,,,6.4,27.2,,7,0,4,,,
FREE STATE IRONMAN,BEER,STANDARD,5361000219,12531062,FREE STATE IRONMAN,12OZ,,7.99,,7.99,9.99,,1,1,,,,,,,,,,,,,,,7.99,47.95,,7,0,6,,,
FREE STATE MIX PACK,BEER,STANDARD,5361000220,9246062,FREE STATE MIX PACK,12OZ,,11.6,,11.6,14.99,,1,1,,,,,,,,,,,,,,,11.6,22.4,,7,11,2,,,
FREE STATE OATMEAL ST 4/6 NR,BEER,STANDARD LIQUOR CORP,5361000206,12410062,FREE STATE OATMEAL S,12OZ,,6.4,,6.4,8.49,,0,0,,,,,,,,,,,,,,,6.4,27.2,,5,0,4,,,
FREE STATE OCTOBER FEST,BEER,STANDARD,5361000215,13363062,FREE STATE OCTOBER F,12OZ,,6.4,,6.4,8.99,,1,1,,,,,,,,,,,,,,,6.4,27.2,,8,5,4,,,
FREE STATE OLD BACKUS,BEER,STANDARD,5361000228,16725062,FREE STATE OLD BACKU,12OZ,,8,,8,9.99,,1,1,,,,,,,,,,,,,,,8,48,,8,0,6,,,
FREE STATE STORMCHASER IPA,BEER,STANDARD,5361000223,13788062,FREE STATE STORMCHAS,12OZ,,6.4,,6.4,8.99,,1,1,,,,,,,,,,,,,,,6.4,27.2,,7,4,4,,,
FREE STATE YAKIMANIAC,BEER,STANDARD,5361000235,18132062,FREE STATE YAKIMANIA,12OZ,,8,,8,9.99,,1,1,,,,,,,,,,,,,,,8,32,,8,1,4,,,
FREESTATE POST ROCK PILS,BEER,STANDARD,5361000237,20815062,FREESTATE POST ROCK,11.2Z,,6.8,,6.8,8.49,,0,0,,,,,,,,,,,,,,,6.8,27.2,,,1,4,,,
FREIXENET C NEGRO BRUT,,GLAZER WHOLESALE DRUG CO.,3329300300,12413,FREIXENET C NEGRO BR,750ML,,111.12,,11.16,12.99,,2,1,,,,,,,,,,,,,,,11.16,111.12,,,0,12,,,
FREIXENET C NEGRO EX DRY,,GLAZER WHOLESALE DRUG CO.,3329300380,24572,FREIXENET C NEGRO EX,750ML,,93.96,,10.46,12.99,,2,1,,,,,,,,,,,,,,,10.46,93.96,,,0,12,,,
FREIXENET ICE CUVEE,WINE,GLAZER'S,3329300631,478736,FREIXENET ICE CUVEE,750ML,,11.39,,11.39,15.99,,0,0,,,,,,,,,,,,,,,11.39,19.35,,,3,12,,,
FRISK GRENACHE,WINE,WORLD WIDE,6774901404,17608352,FRISK GRENACHE,750ML,,0,,0,10.99,,1,1,,,,,,,,,,,,,,,0,46.88,,E,2,6,,,
FRISK RIESLING,WINE,WORLD WIDE,6774901401,17608332,FRISK RIESLING,750ML,,6.4,,6.4,10.99,,1,1,,,,,,,,,,,,,,,6.4,93.75,,E,3,12,,,
FROG CABERNET,WINE,CALINI,5065000346,130,FROG CABERNET,750ML,,7,,7,9.99,,0,0,,,,,,,,,,,,,,,7,84,,,3,12,,,
FROGS LEAP MERLOT,WINE,STANDARD,1596209012,5130009,FROGS LEAP MERLOT,750ML,,29.89,,29.89,36.99,,1,1,,,,,,,,,,,,,,,29.89,321.09,,C,0,12,,,
FRONTERA AFTER MIDNIGHT,WINE,GLAZER'S,8273462739,411909,FRONTERA AFTER MIDNI,750ML,,3.2,,3.2,4.99,,0,0,,,,,,,,,,,,,,,3.2,38.4,,,9,12,,,
FRONTERA MOONLIGHT,WINE,GLAZER'S,8273462796,411910,FRONTERA MOONLIGHT,750ML,,3.2,,3.2,4.99,,0,0,,,,,,,,,,,,,,,3.2,38.4,,,6,12,,,
FUZZYS,LIQUOR,GLAZER'S,5018300216,471196,FUZZYS,750ML,,15.56,,15.56,19.99,,0,0,,,,,,,,,,,,,,,15.56,93.36,,,3,6,,,
GALLO FAIRBANKS CREAM SHERRY,,GLAZER WHOLESALE DRUG CO.,8500000541,106816,GALLO FAIRBANKS CREA,750ML,,46.97,,6.47,6.99,,2,1,,,,,,,,,,,,,,,6.47,46.97,,,0,12,,,
GALLO FAIRBANKS PORT,,GLAZER WHOLESALE DRUG CO.,8500000532,106810,GALLO FAIRBANKS PORT,750ML,,46.97,,6.17,6.99,,2,1,,,,,,,,,,,,,,,6.17,46.97,,,0,12,,,
GALLO FAIRBANKS WH PORT,,GLAZER WHOLESALE DRUG CO.,8500000527,106819,GALLO FAIRBANKS WH P,750ML,,46.97,,6.17,6.99,,2,1,,,,,,,,,,,,,,,6.17,46.97,,,0,12,,,
GALLO LC BLUSH CHABLIS,WINE,GLAZER'S,8500000490,106844,GALLO LC BLUSH CHABL,3L,,8.21,,8.21,10.99,,1,1,,,,,,,,,,,,,,,8.21,31.29,,E,0,4,,,
GALLO LC BURGUNDY,WINE,GLAZER'S,8500000602,106846,GALLO LC BURGUNDY,1.5L,,6.48,,6.48,6.49,,1,1,,,,,,,,,,,,,,,6.48,25.58,,G,0,6,,,
GALLO LC BURGUNDY,,GLAZER WHOLESALE DRUG CO.,8500000603,106849,GALLO LC BURGUNDY,3L,,34.16,,8.92,10.99,,2,1,,,,,,,,,,,,,,,8.92,34.16,,,0,4,,,
GALLO LC CHABLIS BLANC,,GLAZER WHOLESALE DRUG CO.,8500000617,106853,GALLO LC CHABLIS BLA,1.5L,,29.85,,6.48,6.99,,2,1,,,,,,,,,,,,,,,6.48,29.85,,,0,6,,,
GALLO VERMOUTH DRY,,GLAZER WHOLESALE DRUG CO.,8500000691,107047,GALLO VERMOUTH DRY,750ML,,34.08,,5.05,5.99,,2,1,,,,,,,,,,,,,,,5.05,34.08,,,0,12,,,
GALLO VERMOUTH SWEET,,GLAZER WHOLESALE DRUG CO.,8500000690,107048,GALLO VERMOUTH SWEET,750ML,,34.08,,5.05,5.99,,2,1,,,,,,,,,,,,,,,5.05,34.08,,,0,12,,,
GASCON MALBEC,WINE,GLAZER'S,8500001614,69303,GASCON MALBEC,750ML,,12.17,,12.17,12.99,,1,1,,,,,,,,,,,,,,,12.17,119.49,,G,-1,12,,,
GEKKEIKAN SAKE 15.6%,,GLAZER WHOLESALE DRUG CO.,2881719912,89743,GEKKEIKAN SAKE 15.6%,750ML,,62.4,,6.7,7.99,,2,1,,,,,,,,,,,,,,,6.7,62.4,,,0,12,,,
GENESEE LIGHT,BEER,STANDARD,7031000013,14392062,GENESEE LIGHT,11OZ,,10.4,,10.4,14.99,,0,0,,,,,,,,,,,,,,,10.4,10.4,,,0,1,,,
GENTLEMAN JACK BBN 80,,GLAZER WHOLESALE DRUG CO.,8218403872,82934,GENTLEMAN JACK BBN 8,750ML,,280.06,,26.4,32.99,,2,1,,,,,,,,,,,,,,,26.4,280.06,,,0,12,,,
GENTLEMAN JACK BBN 80 NEW PACK,,GLAZER WHOLESALE DRUG CO.,8218403871,422933,GENTLEMAN JACK BBN 8,375ML,,131.64,,14.88,17.99,,2,1,,,,,,,,,,,,,,,14.88,131.64,,,0,12,,,
GENTLEMAN JACK HOLIDAY GLASS,LIQUOR,GLAZER'S,8218423879,422936,GENTLEMAN JACK HOLID,750ML,,24.12,,24.12,33.49,,1,1,,,,,,,,,,,,,,,24.12,144.7,,H,0,6,,,
GENTLEMANS COLLECTION CAB SAUV,WINE,GLAZER'S,1235400145,394275,GENTLEMANS COLLECTIO,750ML,,10.68,,10.68,14.99,,0,0,,,,,,,,,,,,,,,10.68,128.12,,,2,12,,,
GENTLEMANS COLLECTION RED,WINE,GLAZER'S,1235400146,394279,GENTLEMANS COLLECTIO,750ML,,10.68,,10.68,14.99,,0,0,,,,,,,,,,,,,,,10.68,128.12,,,5,12,,,
GENUINE DRAFT 18PK 12OZ CANS,BEER,MIDWEST,3410017340,5918,GENUINE DRAFT 18PK 1,12OZ,,0,,0,15.49,,2,2,,,,,,,,,,,,,,,0,8.16,,13,15,1,,,
GEORGE DICKEL 12YR,,STANDARD LIQUOR CORP,8807600623,475009,GEORGE DICKEL 12YR,750ML,,18.87,,18.87,21.49,,2,1,,,,,,,,,,,,,,,18.87,212.04,,A,0,12,,,
GEORGE DICKEL 8YR,LIQUOR,STANDARD,8807600643,14156009,GEORGE DICKEL 8YR,750ML,,14.44,,14.44,15.99,,1,1,,,,,,,,,,,,,,,14.44,0,,H,0,12,,,
GEORGE KILLIANS 12 PK BTL,BEER,MIDWEST,7199076400,435,GEORGE KILLIANS 12 P,12OZ,,8.78,,8.78,10.99,,1,1,,,,,,,,,,,,,,,8.78,6.72,,1,2,2,,,
GFV TWIN VLY CAB SAUV,,GLAZER WHOLESALE DRUG CO.,8500000500,106972,GFV TWIN VLY CAB SAU,750ML,,51.12,,4.4,7.99,,0,0,,,,,,,,,,,,,,,4.4,51.12,,,0,12,,,
GFV TWIN VLY CAFE ZINF,,GLAZER WHOLESALE DRUG CO.,8500000294,106975,GFV TWIN VLY CAFE ZI,1.5L,,34.14,,8.97,8.99,,0,0,,,,,,,,,,,,,,,8.97,44.8,,,0,6,,,
GFV TWIN VLY CAFE ZINF,,GLAZER WHOLESALE DRUG CO.,8500000293,106977,GFV TWIN VLY CAFE ZI,750ML,,51.12,,4.4,5.99,,2,1,,,,,,,,,,,,,,,4.4,51.12,,,0,12,,,
GFV TWIN VLY CHARD,,GLAZER WHOLESALE DRUG CO.,8500000503,107130,GFV TWIN VLY CHARD,750ML,,51.12,,5.11,7.99,,2,1,,,,,,,,,,,,,,,5.11,51.12,,,0,12,,,
GFV TWIN VLY MERLOT,,GLAZER WHOLESALE DRUG CO.,8500000984,107030,GFV TWIN VLY MERLOT,750ML,,51.12,,5.11,7.99,,0,0,,,,,,,,,,,,,,,5.11,51.12,,,0,12,,,
GFV TWIN VLY P NOIR,,GLAZER WHOLESALE DRUG CO.,8500001589,232382,GFV TWIN VLY P NOIR,750ML,,51.12,,4.4,7.99,,0,0,,,,,,,,,,,,,,,4.4,51.12,,,0,12,,,
GFV TWIN VLY WHT ZINF,,GLAZER WHOLESALE DRUG CO.,8500000784,107041,GFV TWIN VLY WHT ZIN,1.5L,,40.54,,7.9,8.49,,0,0,,,,,,,,,,,,,,,7.9,40.54,,,0,6,,,
GFV TWIN VLY WHT ZINF,,GLAZER WHOLESALE DRUG CO.,8500000783,107043,GFV TWIN VLY WHT ZIN,750ML,,46.89,,4.4,6.49,,2,1,,,,,,,,,,,,,,,4.4,46.89,,,0,12,,,
GI SOFIE,BEER,CRAWFORD,3692011244,72240,GI SOFIE,22OZ,,5.6,,5.6,6.99,,1,1,,,,,,,,,,,,,,,5.6,67.15,,6,0,12,,,
GILBEY'S GIN 80,,GLAZER WHOLESALE DRUG CO.,8068612212,18037,GILBEY'S GIN 80,1.75L,,80,,15.33,19.99,,2,1,,,,,,,,,,,,,,,15.33,80,,,0,6,,,
GILBEY'S GIN 80 SQUARE,,GLAZER WHOLESALE DRUG CO.,8068612240,18039,GILBEY'S GIN 80 SQUA,750ML,,102.64,,10.05,12.59,,2,1,,,,,,,,,,,,,,,10.05,102.64,,,0,12,,,
GIOVELLO WINES GIOVELLO PINOT,WINE,WORLD WIDE,6395554121,13110032,GIOVELLO WINES GIOVE,750ML,,9.23,,9.23,11.99,,1,1,,,,,,,,,,,,,,,9.23,102.4,,C,0,12,,,
GLEN ELLEN CAB SAUV PROPRIETOR,,GLAZER WHOLESALE DRUG CO.,8072000061,315108,GLEN ELLEN CAB SAUV,1.5L,,36.24,,8.04,8.99,,2,1,,,,,,,,,,,,,,,8.04,36.24,,,0,6,,,
GLEN ELLEN CAB SAUV PROPRIETOR,,GLAZER WHOLESALE DRUG CO.,8072000002,57410,GLEN ELLEN CAB SAUV,750ML,,51.18,,5.77,5.99,,0,0,,,,,,,,,,,,,,,5.77,51.18,,,0,12,,,
GLEN ELLEN CHARD PROPRIETOR'S,,GLAZER WHOLESALE DRUG CO.,8072000062,315090,GLEN ELLEN CHARD PRO,1.5L,,36.24,,7.54,10.99,,2,1,,,,,,,,,,,,,,,7.54,36.24,,,0,6,,,
GLEN ELLEN CHARD PROPRIETOR'S,,GLAZER WHOLESALE DRUG CO.,8072000001,315119,GLEN ELLEN CHARD PRO,750ML,,51.18,,4.75,5.99,,2,1,,,,,,,,,,,,,,,4.75,51.18,,,0,12,,,
GLEN ELLEN MERLOT PROPRIETOR'S,,GLAZER WHOLESALE DRUG CO.,8072000063,52270,GLEN ELLEN MERLOT PR,1.5L,,36.24,,7.54,8.99,,2,1,,,,,,,,,,,,,,,7.54,36.24,,,0,6,,,
GLEN ELLEN MERLOT PROPRIETOR'S,,GLAZER WHOLESALE DRUG CO.,8072000050,80592,GLEN ELLEN MERLOT PR,750ML,,42.65,,5.47,5.99,,2,1,,,,,,,,,,,,,,,5.47,42.65,,,0,12,,,
GLENFIDDICH,LIQUOR,STANDARD LIQUOR CORP,8366410736,1222009,GLENFIDDICH,750ML,,32.62,,32.62,44.99,,2,1,,,,,,,,,,,,,,,32.62,392.12,,C,1,12,,,
GLENLIVET SCOTCH 12YR SINGLE M,,GLAZER WHOLESALE DRUG CO.,8043240063,133959,GLENLIVET SCOTCH 12Y,750ML,,401.46,,37.29,43.99,,2,1,,,,,,,,,,,,,,,37.29,401.46,,,0,12,,,
GLENMORANGIE SINGLE MALT SCOTC,LIQUOR,STANDARD,8175381081,1234009,GLENMORANGIE SINGLE,750ML,,32.63,,32.63,42.99,,2,2,,,,,,,,,,,,,,,32.63,186.77,,C,3,6,,,
GNARLIER HEAD OLD VINE ZIN,,STANDARD LIQUOR CORP,8224291493,11113009,GNARLIER HEAD OLD VI,750ML,,16.85,,16.85,23.69,,2,1,,,,,,,,,,,,,,,16.85,187.8,,D,0,12,,,
GNARLY HEAD 1924 RED BLEND,WINE,STANDARD,8224201384,18028009,GNARLY HEAD 1924 RED,750ML,,6.67,,6.67,9.99,,0,0,,,,,,,,,,,,,,,6.67,80,,,11,12,,,
GNARLY HEAD CAB SAUV,,STANDARD LIQUOR CORP,8224229043,5407009,GNARLY HEAD CAB SAUV,750ML,,10.04,,10.04,9.99,,2,1,,,,,,,,,,,,,,,10.04,85.45,,D,10,12,,,
GNARLY HEAD CHARD,,STANDARD LIQUOR CORP,8224229103,10230009,GNARLY HEAD CHARD,750ML,,8.62,,8.62,9.99,,2,1,,,,,,,,,,,,,,,8.62,102.5,,D,1,12,,,
GNARLY HEAD MERLOT,,STANDARD LIQUOR CORP,8224229753,10229009,GNARLY HEAD MERLOT,750ML,,7.19,,7.19,9.99,,2,1,,,,,,,,,,,,,,,7.19,68.3,,D,0,12,,,
GODIVA CHOCOLATE LIQ,,STANDARD LIQUOR CORP,8700000312,3392013,GODIVA CHOCOLATE LIQ,375ML,,15.56,,15.56,19.99,,2,1,,,,,,,,,,,,,,,15.56,171.5,,C,0,12,,,
GODIVA WHITE,CORDIALS,STANDARD LIQUOR CORP,8700000553,3396013,GODIVA WHITE,375ML,,15.56,,15.56,19.99,,0,0,,,,,,,,,,,,,,,15.56,171.5,,C,0,12,,,
GOLDEN ROAD WOLF PUP IPA,BEER,CRAWFORD,5689500374,48003,GOLDEN ROAD WOLF PUP,11OZ,,13.5,,13.5,16.99,,0,0,,,,,,,,,,,,,,,13.5,13.5,,,0,1,,,
GOLDEN ROAD WOLF PUP IPA,BEER,CRAWFORD,1062803020,48004,GOLDEN ROAD WOLF PUP,25OZ,,2.2,,2.2,2.99,,0,0,,,,,,,,,,,,,,,2.2,33,,,67,15,,,
GOLDSCHLAGER CINN SCH,,STANDARD LIQUOR CORP,8676750009,3600013,GOLDSCHLAGER CINN SC,375ML,,11.69,,11.69,14.49,,2,1,,,,,,,,,,,,,,,11.69,108.77,,C,0,12,,,
GOLDSCHLAGER CINN SCH,,STANDARD,8676750012,3600021,GOLDSCHLAGER CINN SC,50ML,,26.14,,26.14,2.79,,0,0,,,,,,,,,,,,,,,26.14,261.4,,,0,120,,,
GOLDSCHLAGER CINN SCH,,STANDARD LIQUOR CORP,8676750006,3600009,GOLDSCHLAGER CINN SC,750ML,,20.95,,20.95,26.99,,2,1,,,,,,,,,,,,,,,20.95,202.94,,C,1,12,,,
GOOSE ISL HONKERS 4/6NR,,CRAWFORD SALES COMPANY,3692011111,72000,GOOSE ISL HONKERS 4/,12OZ,,6,,6,8.69,,2,1,,,,,,,,,,,,,,,6,23.05,,4,0,4,,,
GOOSE ISLAND 12 PK PUB,BEER,CRAWFORD,3692011139,72193,GOOSE ISLAND 12 PK P,12OZ,,11.75,,11.75,11.99,,0,0,,,,,,,,,,,,,,,11.75,17.5,,4,0,2,,,
GOOSE ISLAND 312,BEER,CRAWFORD,3692011183,72022,GOOSE ISLAND 312,12OZ,,10.95,,10.95,14.69,,1,1,,,,,,,,,,,,,,,10.95,21.25,,6,3,2,,,
GOOSE ISLAND 312 URBAN 6-PK,,CRAWFORD SALES COMPANY,3692011182,72021,GOOSE ISLAND 312 URB,GOOSE,,1.04,,7.19,8.99,,2,1,,,,,,,,,,,,,,,7.19,28.75,,4,0,4,,,
GOOSE ISLAND CHRISTMAS ALE,BEER,CRAWFORD,3692011301,72128,GOOSE ISLAND CHRISTM,12OZ,,8.33,,8.33,10.49,,1,1,,,,,,,,,,,,,,,8.33,50,,6,0,6,,,
GOOSE ISLAND IPA 6 PK,,CRAWFORD SALES COMPANY,3692011132,72050,GOOSE ISLAND IPA 6 P,12OZ,,1,,1,8.99,,2,1,,,,,,,,,,,,,,,1,28.75,,4,5,4,,,
GOOSE ISLAND OCTOBERFEST,BEER,CRAWFORD,3692011367,72401,GOOSE ISLAND OCTOBER,12OZ,,6.49,,6.49,8.69,,1,1,,,,,,,,,,,,,,,6.49,25.95,,7,0,4,,,
GOOSE ISLAND TEN HILLS,BEER,CRAWFORD,3692011118,72097,GOOSE ISLAND TEN HIL,12OZ,,6.25,,6.25,8.69,,0,0,,,,,,,,,,,,,,,6.25,24,,4,0,4,,,
GORDON BIERSCH,BEER,LDF SALES & DIST INC,3103000099,12722,GORDON BIERSCH,11.2Z,,6.85,,6.85,8.59,,0,0,,,,,,,,,,,,,,,6.85,27.4,,,1,4,,,
GORDONS GIN 80,,STANDARD LIQUOR CORP,8860000000,2724004,GORDONS GIN 80,1.75L,,17.56,,17.56,22.99,,2,1,,,,,,,,,,,,,,,17.56,93.35,,A,0,6,,,
GORDONS GIN 80,,STANDARD LIQUOR CORP,8860000002,2724009,GORDONS GIN 80,750ML,,10.83,,10.83,12.99,,2,1,,,,,,,,,,,,,,,10.83,104.65,,A,1,12,,,
GORDONS GIN 80 PET,LIQUOR,STANDARD,8700000357,2808009,GORDONS GIN 80 PET,750ML,,9,,9,11.99,,0,0,,,,,,,,,,,,,,,9,112.05,,,7,12,,,
GORDONS VODKA 80,,STANDARD LIQUOR CORP,8860000010,2708004,GORDONS VODKA 80,1.75L,,15.42,,16.17,19.99,,2,1,,,,,,,,,,,,,,,16.17,88,,A,0,6,,,
GORDONS VODKA 80,,STANDARD LIQUOR CORP,8860000012,2708009,GORDONS VODKA 80,750ML,,8.98,,8.98,11.99,,2,1,,,,,,,,,,,,,,,8.98,89.83,,A,-1,12,,,
GOSLING BLACK SEAL 80 RUM,,GLAZER WHOLESALE DRUG CO.,2109419905,20014,GOSLING BLACK SEAL 8,750ML,,172.32,,15.5,17.49,,2,1,,,,,,,,,,,,,,,15.5,172.32,,,0,12,,,
GOSLINGS 50ML,LIQUOR,GLAZER'S,2109419909,85247,GOSLINGS 50ML,50ML,,6.93,,6.93,0.93,,0,0,,,,,,,,,,,,,,,6.93,83.11,,,109,120,,,
GOSLINGS BLACK RUM,LIQUOR,GLAZER'S,2109419915,20457,GOSLINGS BLACK RUM,750ML,,15.56,,15.56,19.99,,0,0,,,,,,,,,,,,,,,15.56,186.72,,,1,12,,,
GOSLINGS GINGER,CORDIALS,GLAZER'S,2109419981,459757,GOSLINGS GINGER,200ML,,4.39,,4.39,5.99,,0,0,,,,,,,,,,,,,,,4.39,26.36,,,5,6,,,
GRAFFIGNA MALBEC CENTENARIO,,GLAZER WHOLESALE DRUG CO.,5283210552,180313,GRAFFIGNA MALBEC CEN,750ML,,93.84,,8.32,14.99,,2,1,,,,,,,,,,,,,,,8.32,93.84,,,0,12,,,
GRAND MARNIER,,STANDARD LIQUOR CORP,8811093104,1149013,GRAND MARNIER,375ML,,19.47,,19.47,26.49,,2,1,,,,,,,,,,,,,,,19.47,468.78,,C,0,24,,,
GRAND MARNIER,CORDIALS,STANDARD LIQUOR CORP,4918890047,1149009,GRAND MARNIER,750ML,,32.62,,32.62,42.99,,2,1,,,,,,,,,,,,,,,32.62,401.16,,C,1,12,,,
GRANTS SCOTCH,,STANDARD LIQUOR CORP,8366410050,1236004,GRANTS SCOTCH,1.75L,,26.12,,26.12,28.99,,2,1,,,,,,,,,,,,,,,26.12,140.05,,C,4,6,,,
GRANTS SCOTCH,,STANDARD LIQUOR CORP,8366410139,1236009,GRANTS SCOTCH,750ML,,16.28,,16.28,17.99,,2,1,,,,,,,,,,,,,,,16.28,158.66,,C,0,12,,,
GRAPEFRUIT RADLER,BEER,CENTRAL STATES,5252700026,20337,GRAPEFRUIT RADLER,11.2Z,,7.44,,7.44,9.49,,1,1,,,,,,,,,,,,,,,7.44,29.75,,3,0,4,,,
GRAYSON CELLARS CABERNET SAUV,WINE,WORLD WIDE,8349100006,16913332,GRAYSON CELLARS CABE,750ML,,8.54,,8.54,10.99,,1,1,,,,,,,,,,,,,,,8.54,85.5,,C,10,12,,,
GRAYSON CELLARS CHARD,WINE,WORLD WIDE,8349100004,16915332,GRAYSON CELLARS CHAR,750ML,,7.12,,7.12,10.99,,1,1,,,,,,,,,,,,,,,7.12,85.5,,C,5,12,,,
GRAYSON CELLARS MERLOT,,,8349100005,16914332,PASO,GRAYSON CELLARS MERL,,85.5,,0,0,,12,1,,,,,,,,,,,,,,,0,6,,,0,0,,,
GRAYSON CELLARS PINOT NOIR,,,8349100011,16915432,C,GRAYSON CELLARS PINO,,110.95,,0,0,,12,1,,,,,,,,,,,,,,,0,9,,,0,0,,,
GRAYSON CELLARS ZINFANDEL,WINE,WORLD WIDE,8349100009,16914432,GRAYSON CELLARS ZINF,750ML,,7.12,,7.12,10.99,,1,1,,,,,,,,,,,,,,,7.12,85.5,,G,3,12,,,
GREAT DIVIDE HIBERNATION ALE,BEER,WORLD WIDE,9058606129,43710492,GREAT DIVIDE HIBERNA,12OZ,,8,,8,9.99,,1,1,,,,,,,,,,,,,,,8,32,,6,0,4,,,
GREAT DIVIDE HOP DISCIPLE,BEER,WORLD WIDE,9058681217,43715932,GREAT DIVIDE HOP DIS,11.2Z,,10.4,,10.4,12.99,,0,0,,,,,,,,,,,,,,,10.4,41.6,,,0,4,,,
GREAT DIVIDE HOSS RYE,BEER,WORLD WIDE,9058600632,4371892,GREAT DIVIDE HOSS RY,12OZ,,8,,8,9.98,,1,1,,,,,,,,,,,,,,,8,32,,6,0,4,,,
GREAT DIVIDE LASSO IPA,BEER,WORLD WIDE,9058646012,43711493,GREAT DIVIDE LASSO I,12OZ,,8,,8,9.99,,1,1,,,,,,,,,,,,,,,8,32,,6,0,4,,,
GREAT DIVIDE OAK-AGED YETI IM,BEER,WORLD WIDE,9058600025,43714152,GREAT DIVIDE OAK-AGE,22OZ,,8,,8,9.99,,1,1,,,,,,,,,,,,,,,8,96,,18,0,12,,,
GREAT DIVIDE TITAN INDIA PALE,,WORLD WIDE,9058600614,43712192,GREAT DIVIDE TITAN I,12OZ,,0,,0,9.99,,1,1,,,,,,,,,,,,,,,0,32,,6,0,4,,,
GREAT DIVIDE TITAN INDIA PALE,BEER,WORLD WIDE,9058614012,43712192A,GREAT DIVIDE TITAN I,12OZ,,0,,0,9.99,,1,1,,,,,,,,,,,,,,,0,32,,,0,4,,,
GREAT DIVIDE WHITEWATER,BEER,WORLD WIDE,9058609012,43715643,GREAT DIVIDE WHITEWA,12OZ,,8,,8,9.99,,1,1,,,,,,,,,,,,,,,8,32,,6,0,4,,,
GREAT DIVIDE YETI IMPERIAL,BEER,WORLD WIDE,9058600013,43714151,GREAT DIVIDE YETI IM,22OZ,,0,,6.39,7.99,,1,1,,,,,,,,,,,,,,,6.39,76.7,,H,0,12,,,
GREEN FLASH SOUL IPA,BEER,CRAWFORD,3074600006,33633,GREEN FLASH SOUL IPA,12OZ,,8.75,,8.75,10.99,,1,1,,,,,,,,,,,,,,,8.75,35,,6,0,4,,,
GREEN FLASH SOUL IPA,BEER,CRAWFORD,3074600055,33633A,GREEN FLASH SOUL IPA,12OZ,,8.75,,8.75,10.99,,1,1,,,,,,,,,,,,,,,8.75,35,,,0,4,,,
